Date,Actual,Predicted,Model_Prob,Month
2025-01-25,1,1,0.99873,2025-01
2025-01-25,0,0,0.0796909,2025-01
2025-01-25,1,1,0.5122486,2025-01
2025-01-25,1,1,0.9923344,2025-01
2025-01-25,1,0,0.030464312,2025-01
2025-01-25,1,1,0.6349273,2025-01
2025-01-26,0,1,0.58288383,2025-01
2025-01-27,0,0,0.26151234,2025-01
2025-01-27,1,1,0.59579134,2025-01
2025-01-27,1,1,0.99563736,2025-01
2025-01-27,1,1,0.7719392,2025-01
2025-01-27,1,0,0.22504355,2025-01
2025-01-27,1,1,0.9901569,2025-01
2025-01-27,0,0,0.0058324826,2025-01
2025-01-27,1,1,0.9198013,2025-01
2025-01-27,0,0,0.03879076,2025-01
2025-01-27,0,1,0.8133164,2025-01
2025-01-27,1,1,0.9851296,2025-01
2025-01-27,1,1,0.75918454,2025-01
2025-01-28,0,0,0.28535378,2025-01
2025-01-28,1,0,0.26953495,2025-01
2025-01-28,1,1,0.83622,2025-01
2025-01-28,1,1,0.8765857,2025-01
2025-01-29,0,1,0.5709961,2025-01
2025-01-29,1,0,0.16502191,2025-01
2025-01-29,0,0,0.10307738,2025-01
2025-01-29,0,0,0.073399335,2025-01
2025-01-29,1,1,0.86691654,2025-01
2025-01-29,0,0,0.03928903,2025-01
2025-01-29,1,1,0.7690961,2025-01
2025-01-29,0,0,0.01238739,2025-01
2025-01-29,1,1,0.98069924,2025-01
2025-01-29,0,0,0.1854572,2025-01
2025-01-29,1,1,0.8770486,2025-01
2025-01-30,0,0,0.0068173753,2025-01
2025-01-30,1,1,0.9851996,2025-01
2025-01-30,1,0,0.25469694,2025-01
2025-01-30,0,0,0.00424545,2025-01
2025-01-30,1,1,0.9900866,2025-01
2025-01-31,1,0,0.19427048,2025-01
2025-01-31,0,0,0.31461227,2025-01
2025-01-31,0,0,0.23611665,2025-01
2025-01-31,0,0,0.013333438,2025-01
2025-01-31,0,0,0.33073598,2025-01
2025-01-31,1,1,0.9423879,2025-01
2025-01-31,0,1,0.58559054,2025-01
2025-02-01,1,1,0.9801553,2025-02
2025-02-01,0,0,0.43337923,2025-02
2025-02-01,0,1,0.50432545,2025-02
2025-02-01,1,1,0.9944956,2025-02
2025-02-01,1,1,0.5133595,2025-02
2025-02-01,0,0,0.061469804,2025-02
2025-02-01,0,0,0.37100178,2025-02
2025-02-01,1,1,0.76166654,2025-02
2025-02-01,0,1,0.99676645,2025-02
2025-02-02,0,0,0.46132436,2025-02
2025-02-02,1,0,0.3855232,2025-02
2025-02-02,1,1,0.99757546,2025-02
2025-02-02,1,0,0.44916657,2025-02
2025-02-02,0,0,0.15704457,2025-02
2025-02-03,1,1,0.92931515,2025-02
2025-02-03,0,0,0.011279174,2025-02
2025-02-03,1,1,0.99542457,2025-02
2025-02-03,1,1,0.98487514,2025-02
2025-02-03,1,1,0.9923928,2025-02
2025-02-03,0,1,0.96736956,2025-02
2025-02-03,1,1,0.9934604,2025-02
2025-02-03,1,1,0.91878295,2025-02
2025-02-03,0,1,0.92373645,2025-02
2025-02-03,0,1,0.8092346,2025-02
2025-02-04,1,1,0.9578245,2025-02
2025-02-04,0,1,0.5806153,2025-02
2025-02-04,1,1,0.7712216,2025-02
2025-02-04,0,1,0.62343657,2025-02
2025-02-04,1,1,0.72358453,2025-02
2025-02-04,1,1,0.6089484,2025-02
2025-02-04,0,1,0.94221544,2025-02
2025-02-05,0,0,0.18885341,2025-02
2025-02-05,1,1,0.99093974,2025-02
2025-02-05,1,0,0.10586703,2025-02
2025-02-05,1,1,0.9904208,2025-02
2025-02-05,1,1,0.829959,2025-02
2025-02-05,0,1,0.96510524,2025-02
2025-02-05,0,0,0.060479283,2025-02
2025-02-05,0,0,0.45048928,2025-02
2025-02-05,0,0,0.03843143,2025-02
2025-02-05,0,1,0.807862,2025-02
2025-02-05,0,0,0.11856639,2025-02
2025-02-06,0,1,0.915745,2025-02
2025-02-06,1,1,0.9509328,2025-02
2025-02-06,1,1,0.99487114,2025-02
2025-02-06,1,1,0.9885289,2025-02
2025-02-06,1,1,0.9814088,2025-02
2025-02-06,0,1,0.72937083,2025-02
2025-02-07,1,1,0.9578827,2025-02
2025-02-07,1,1,0.99573493,2025-02
2025-02-07,1,1,0.6979138,2025-02
2025-02-07,1,1,0.9568596,2025-02
2025-02-07,0,0,0.010750233,2025-02
2025-02-07,1,0,0.070717774,2025-02
2025-02-07,1,0,0.36158368,2025-02
2025-02-08,0,0,0.033612892,2025-02
2025-02-08,0,0,0.049895678,2025-02
2025-02-08,1,1,0.9669028,2025-02
2025-02-08,1,0,0.09477482,2025-02
2025-02-08,1,1,0.7115093,2025-02
2025-02-08,1,1,0.9799657,2025-02
2025-02-08,0,0,0.48296648,2025-02
2025-02-08,0,0,0.3754259,2025-02
2025-02-08,1,1,0.8075695,2025-02
2025-02-08,0,0,0.07489476,2025-02
2025-02-08,1,1,0.9418978,2025-02
2025-02-09,1,1,0.9917659,2025-02
2025-02-09,1,1,0.9176409,2025-02
2025-02-09,1,1,0.7426495,2025-02
2025-02-10,1,1,0.99574655,2025-02
2025-02-10,1,1,0.9895126,2025-02
2025-02-10,0,0,0.056557853,2025-02
2025-02-10,0,0,0.23427191,2025-02
2025-02-10,1,1,0.99547654,2025-02
2025-02-10,1,1,0.98938555,2025-02
2025-02-10,0,0,0.3282249,2025-02
2025-02-10,0,0,0.42736334,2025-02
2025-02-10,1,1,0.96643996,2025-02
2025-02-10,0,0,0.011004983,2025-02
2025-02-11,0,0,0.12706114,2025-02
2025-02-11,0,0,0.14146423,2025-02
2025-02-11,0,0,0.06164899,2025-02
2025-02-11,0,0,0.035414353,2025-02
2025-02-12,0,0,0.09376846,2025-02
2025-02-12,1,1,0.5661679,2025-02
2025-02-12,1,1,0.93924296,2025-02
2025-02-12,1,1,0.9800408,2025-02
2025-02-12,1,1,0.9622765,2025-02
2025-02-12,1,1,0.9894845,2025-02
2025-02-12,0,1,0.6626016,2025-02
2025-02-12,1,0,0.17430015,2025-02
2025-02-12,0,0,0.0146483,2025-02
2025-02-12,1,0,0.142471,2025-02
2025-02-12,1,1,0.9742833,2025-02
2025-02-12,0,0,0.08217878,2025-02
2025-02-12,0,0,0.020725043,2025-02
2025-02-12,1,1,0.99703455,2025-02
2025-02-12,1,1,0.96927434,2025-02
2025-02-13,0,0,0.017929649,2025-02
2025-02-13,1,1,0.9396335,2025-02
2025-02-13,1,0,0.16487238,2025-02
2025-02-13,0,0,0.23499976,2025-02
2025-02-13,1,1,0.942416,2025-02
2025-02-19,0,1,0.98032403,2025-02
2025-02-20,1,0,0.07487451,2025-02
2025-02-20,1,1,0.7202508,2025-02
2025-02-20,0,0,0.034745313,2025-02
2025-02-20,1,1,0.68166935,2025-02
2025-02-20,1,1,0.9760576,2025-02
2025-02-20,0,1,0.94499296,2025-02
2025-02-20,0,0,0.0034694488,2025-02
2025-02-20,1,0,0.3493194,2025-02
2025-02-20,0,0,0.055239413,2025-02
2025-02-21,0,0,0.029872717,2025-02
2025-02-21,0,0,0.0044548674,2025-02
2025-02-21,0,0,0.010216386,2025-02
2025-02-21,1,0,0.24660721,2025-02
2025-02-21,1,1,0.9542149,2025-02
2025-02-21,0,0,0.02128032,2025-02
2025-02-21,0,1,0.7357253,2025-02
2025-02-21,1,1,0.9958978,2025-02
2025-02-21,0,1,0.7152643,2025-02
2025-02-22,0,0,0.31504816,2025-02
2025-02-22,0,0,0.1313639,2025-02
2025-02-22,0,1,0.6661573,2025-02
2025-02-22,1,1,0.96176386,2025-02
2025-02-22,1,1,0.9902172,2025-02
2025-02-23,1,1,0.92384666,2025-02
2025-02-23,0,0,0.026392655,2025-02
2025-02-23,1,1,0.91230005,2025-02
2025-02-23,1,0,0.3584232,2025-02
2025-02-23,1,1,0.9505495,2025-02
2025-02-23,0,0,0.082615286,2025-02
2025-02-23,1,1,0.98879445,2025-02
2025-02-23,1,1,0.9850036,2025-02
2025-02-23,1,1,0.6135424,2025-02
2025-02-23,1,1,0.99568415,2025-02
2025-02-24,1,1,0.7671261,2025-02
2025-02-24,0,0,0.14627363,2025-02
2025-02-24,0,0,0.01887431,2025-02
2025-02-24,1,0,0.14589003,2025-02
2025-02-24,1,1,0.9595431,2025-02
2025-02-24,0,1,0.88591063,2025-02
2025-02-24,0,0,0.02630933,2025-02
2025-02-24,1,1,0.9888439,2025-02
2025-02-25,1,1,0.9806076,2025-02
2025-02-25,1,1,0.95808125,2025-02
2025-02-25,1,1,0.6099097,2025-02
2025-02-25,1,1,0.99745387,2025-02
2025-02-25,0,0,0.041724194,2025-02
2025-02-25,0,0,0.016631402,2025-02
2025-02-25,1,1,0.6916295,2025-02
2025-02-26,1,1,0.9751109,2025-02
2025-02-26,0,1,0.85320854,2025-02
2025-02-26,1,1,0.5281859,2025-02
2025-02-26,0,0,0.11750496,2025-02
2025-02-26,0,0,0.025040766,2025-02
2025-02-26,1,1,0.79713476,2025-02
2025-02-26,1,1,0.9958275,2025-02
2025-02-26,0,0,0.0061908923,2025-02
2025-02-26,1,1,0.72071093,2025-02
2025-02-27,0,0,0.08328471,2025-02
2025-02-27,1,0,0.3656434,2025-02
2025-02-27,1,1,0.99115694,2025-02
2025-02-27,0,0,0.49373704,2025-02
2025-02-27,1,1,0.8779167,2025-02
2025-02-28,1,1,0.79895407,2025-02
2025-02-28,0,1,0.8768441,2025-02
2025-02-28,1,0,0.034299664,2025-02
2025-02-28,1,1,0.928142,2025-02
2025-02-28,1,1,0.992258,2025-02
2025-02-28,0,0,0.016225394,2025-02
2025-02-28,0,0,0.28516403,2025-02
2025-02-28,0,0,0.014559573,2025-02
2025-02-28,0,0,0.25133917,2025-02
2025-02-28,1,0,0.31919345,2025-02
2025-03-01,0,0,0.026111646,2025-03
2025-03-01,1,1,0.98055214,2025-03
2025-03-01,0,0,0.1071756,2025-03
2025-03-01,0,1,0.93551475,2025-03
2025-03-01,1,0,0.09471652,2025-03
2025-03-01,0,0,0.022176078,2025-03
2025-03-02,0,0,0.11811079,2025-03
2025-03-02,0,0,0.31700566,2025-03
2025-03-02,0,0,0.04757037,2025-03
2025-03-02,0,1,0.91485983,2025-03
2025-03-02,1,1,0.97097933,2025-03
2025-03-02,1,1,0.79542935,2025-03
2025-03-02,1,0,0.4867064,2025-03
2025-03-02,1,1,0.64447975,2025-03
2025-03-02,0,0,0.4362795,2025-03
2025-03-03,0,0,0.0066768522,2025-03
2025-03-03,0,0,0.01906807,2025-03
2025-03-03,1,1,0.9556396,2025-03
2025-03-03,0,1,0.51342213,2025-03
2025-03-03,1,1,0.9870328,2025-03
2025-03-03,0,0,0.019258268,2025-03
2025-03-03,0,0,0.0063502607,2025-03
2025-03-04,1,1,0.7436348,2025-03
2025-03-04,1,1,0.9585609,2025-03
2025-03-04,1,1,0.96884656,2025-03
2025-03-04,0,0,0.012620498,2025-03
2025-03-04,1,1,0.9853079,2025-03
2025-03-04,0,0,0.10455781,2025-03
2025-03-04,0,0,0.46879435,2025-03
2025-03-04,0,0,0.033576265,2025-03
2025-03-04,1,1,0.9967057,2025-03
2025-03-05,0,0,0.024159456,2025-03
2025-03-05,1,1,0.9502672,2025-03
2025-03-05,1,1,0.992148,2025-03
2025-03-05,1,1,0.58078116,2025-03
2025-03-05,1,1,0.62183076,2025-03
2025-03-05,0,0,0.0035789113,2025-03
2025-03-05,1,1,0.5612013,2025-03
2025-03-05,1,1,0.97685176,2025-03
2025-03-06,1,0,0.05806523,2025-03
2025-03-06,1,1,0.9842531,2025-03
2025-03-06,0,0,0.027235655,2025-03
2025-03-06,0,0,0.4427122,2025-03
2025-03-06,1,1,0.9339244,2025-03
2025-03-06,0,1,0.6526316,2025-03
2025-03-07,1,1,0.9785501,2025-03
2025-03-07,1,1,0.97994566,2025-03
2025-03-07,1,1,0.89676297,2025-03
2025-03-07,1,1,0.98260987,2025-03
2025-03-07,1,1,0.9379874,2025-03
2025-03-07,0,0,0.032028552,2025-03
2025-03-07,0,0,0.01237771,2025-03
2025-03-07,0,0,0.06182436,2025-03
2025-03-08,0,1,0.9840089,2025-03
2025-03-08,1,0,0.48529306,2025-03
2025-03-08,1,1,0.8934945,2025-03
2025-03-08,0,0,0.19615507,2025-03
2025-03-08,1,1,0.8099609,2025-03
2025-03-08,1,1,0.99777704,2025-03
2025-03-08,1,0,0.14347091,2025-03
2025-03-08,0,1,0.751355,2025-03
2025-03-09,1,1,0.9849679,2025-03
2025-03-09,1,1,0.9889309,2025-03
2025-03-09,0,0,0.021209367,2025-03
2025-03-09,0,0,0.3453446,2025-03
2025-03-09,0,0,0.08192312,2025-03
2025-03-09,1,1,0.75512725,2025-03
2025-03-09,0,1,0.64878345,2025-03
2025-03-09,1,1,0.8508626,2025-03
2025-03-10,0,1,0.8676319,2025-03
2025-03-10,0,1,0.9565644,2025-03
2025-03-10,1,1,0.7773202,2025-03
2025-03-10,0,0,0.41369805,2025-03
2025-03-10,1,1,0.86955106,2025-03
2025-03-10,1,1,0.96027464,2025-03
2025-03-10,1,1,0.9900339,2025-03
2025-03-10,1,1,0.94864696,2025-03
2025-03-10,0,1,0.71421266,2025-03
2025-03-10,1,0,0.09592868,2025-03
2025-03-10,1,1,0.93219185,2025-03
2025-03-10,1,1,0.7723294,2025-03
2025-03-11,1,1,0.97877777,2025-03
2025-03-11,1,1,0.9909595,2025-03
2025-03-11,1,0,0.48436108,2025-03
2025-03-11,1,0,0.07816235,2025-03
2025-03-12,0,0,0.41830257,2025-03
2025-03-12,0,0,0.18259765,2025-03
2025-03-12,1,1,0.93365717,2025-03
2025-03-12,1,1,0.84524417,2025-03
2025-03-12,1,1,0.9774309,2025-03
2025-03-12,1,1,0.9953837,2025-03
2025-03-12,0,0,0.42029363,2025-03
2025-03-12,1,1,0.98403466,2025-03
2025-03-12,0,0,0.026857179,2025-03
2025-03-13,0,1,0.8105092,2025-03
2025-03-13,1,1,0.9577998,2025-03
2025-03-13,1,0,0.49178344,2025-03
2025-03-13,1,1,0.9774475,2025-03
2025-03-13,0,0,0.06156592,2025-03
2025-03-14,0,0,0.36432073,2025-03
2025-03-14,0,0,0.015824748,2025-03
2025-03-14,1,1,0.5339697,2025-03
2025-03-14,1,1,0.9775788,2025-03
2025-03-14,1,1,0.62190306,2025-03
2025-03-14,1,1,0.9976802,2025-03
2025-03-14,0,0,0.10636883,2025-03
2025-03-14,0,0,0.026919829,2025-03
2025-03-14,0,0,0.0135895815,2025-03
2025-03-14,0,0,0.15203086,2025-03
2025-03-15,0,0,0.11523892,2025-03
2025-03-15,0,0,0.25159565,2025-03
2025-03-15,1,0,0.35283494,2025-03
2025-03-15,1,1,0.9950374,2025-03
2025-03-15,1,1,0.7413921,2025-03
2025-03-15,1,1,0.6606915,2025-03
2025-03-15,1,1,0.83550215,2025-03
2025-03-15,0,0,0.37965477,2025-03
2025-03-16,0,0,0.06505181,2025-03
2025-03-16,1,1,0.569855,2025-03
2025-03-16,0,1,0.9161961,2025-03
2025-03-16,1,1,0.9951969,2025-03
2025-03-16,1,1,0.8846034,2025-03
2025-03-16,0,1,0.51597434,2025-03
2025-03-16,1,1,0.99636567,2025-03
2025-03-16,1,1,0.55481905,2025-03
2025-03-17,1,1,0.940758,2025-03
2025-03-17,1,0,0.11200599,2025-03
2025-03-17,0,0,0.46040592,2025-03
2025-03-17,0,0,0.0077388515,2025-03
2025-03-17,1,1,0.96798885,2025-03
2025-03-17,0,0,0.26352754,2025-03
2025-03-17,1,1,0.99408275,2025-03
2025-03-17,1,1,0.96316516,2025-03
2025-03-17,1,1,0.83224916,2025-03
2025-03-17,0,0,0.006179663,2025-03
2025-03-18,0,0,0.112237714,2025-03
2025-03-18,1,1,0.85205144,2025-03
2025-03-18,1,1,0.7821861,2025-03
2025-03-18,1,1,0.96820104,2025-03
2025-03-19,1,0,0.064023145,2025-03
2025-03-19,1,1,0.7597071,2025-03
2025-03-19,1,1,0.7835992,2025-03
2025-03-19,1,1,0.5727609,2025-03
2025-03-19,1,1,0.71732014,2025-03
2025-03-19,0,0,0.026488975,2025-03
2025-03-19,0,1,0.9783452,2025-03
2025-03-19,0,0,0.21495362,2025-03
2025-03-19,1,1,0.9820494,2025-03
2025-03-19,1,1,0.7597734,2025-03
2025-03-19,1,1,0.9951546,2025-03
2025-03-20,0,0,0.2457121,2025-03
2025-03-20,1,1,0.97826684,2025-03
2025-03-20,1,0,0.07389294,2025-03
2025-03-20,1,1,0.66522425,2025-03
2025-03-20,0,0,0.15555839,2025-03
2025-03-21,1,1,0.95191187,2025-03
2025-03-21,1,1,0.95141274,2025-03
2025-03-21,0,0,0.01726816,2025-03
2025-03-21,1,0,0.2192322,2025-03
2025-03-21,1,1,0.50754696,2025-03
2025-03-21,1,1,0.990377,2025-03
2025-03-21,1,1,0.95152897,2025-03
2025-03-21,0,0,0.016912661,2025-03
2025-03-21,0,0,0.07171747,2025-03
2025-03-21,1,1,0.9839755,2025-03
2025-03-22,1,1,0.5816223,2025-03
2025-03-22,1,1,0.74930495,2025-03
2025-03-22,1,1,0.9675158,2025-03
2025-03-22,0,1,0.5435599,2025-03
2025-03-22,0,0,0.30468106,2025-03
2025-03-23,0,1,0.51425034,2025-03
2025-03-23,0,0,0.40416774,2025-03
2025-03-23,0,0,0.29731297,2025-03
2025-03-23,0,0,0.12091393,2025-03
2025-03-23,1,1,0.98700166,2025-03
2025-03-23,1,1,0.9950565,2025-03
2025-03-23,0,0,0.013208681,2025-03
2025-03-23,1,1,0.98612124,2025-03
2025-03-24,0,0,0.07957189,2025-03
2025-03-24,0,0,0.016394319,2025-03
2025-03-24,1,1,0.8737425,2025-03
2025-03-24,1,1,0.9101919,2025-03
2025-03-24,0,0,0.028764045,2025-03
2025-03-24,1,1,0.89456254,2025-03
2025-03-24,0,1,0.61931324,2025-03
2025-03-24,1,1,0.93375015,2025-03
2025-03-25,0,0,0.0069378987,2025-03
2025-03-25,1,1,0.99270153,2025-03
2025-03-25,1,1,0.70035994,2025-03
2025-03-25,1,1,0.98232013,2025-03
2025-03-25,1,1,0.5828056,2025-03
2025-03-25,0,0,0.006334598,2025-03
2025-03-25,0,0,0.41352305,2025-03
2025-03-25,0,0,0.0078577325,2025-03
2025-03-26,0,0,0.018085156,2025-03
2025-03-26,1,1,0.7506242,2025-03
2025-03-26,0,0,0.022521745,2025-03
2025-03-26,0,1,0.8843364,2025-03
2025-03-26,0,0,0.20575859,2025-03
2025-03-26,0,1,0.9892106,2025-03
2025-03-27,1,1,0.6242824,2025-03
2025-03-27,0,0,0.010777077,2025-03
2025-03-27,1,1,0.98014325,2025-03
2025-03-27,1,1,0.959956,2025-03
2025-03-27,0,1,0.5786029,2025-03
2025-03-27,0,0,0.0031914045,2025-03
2025-03-27,1,1,0.7170244,2025-03
2025-03-27,1,1,0.657046,2025-03
2025-03-28,0,0,0.060801946,2025-03
2025-03-28,1,1,0.7414356,2025-03
2025-03-28,0,0,0.010051078,2025-03
2025-03-28,1,1,0.98329437,2025-03
2025-03-28,0,0,0.328505,2025-03
2025-03-28,1,1,0.97741884,2025-03
2025-03-28,1,1,0.9980211,2025-03
2025-03-29,1,1,0.9609512,2025-03
2025-03-29,0,0,0.008077694,2025-03
2025-03-29,0,1,0.9104531,2025-03
2025-03-29,0,1,0.5088141,2025-03
2025-03-29,0,0,0.02099306,2025-03
2025-03-29,0,0,0.40304494,2025-03
2025-03-29,1,1,0.96127087,2025-03
2025-03-30,1,1,0.7353958,2025-03
2025-03-30,1,1,0.9799978,2025-03
2025-03-30,0,0,0.09420602,2025-03
2025-03-30,1,1,0.7716959,2025-03
2025-03-30,1,1,0.906978,2025-03
2025-03-30,0,0,0.028794399,2025-03
2025-03-30,0,0,0.005198839,2025-03
2025-03-30,0,0,0.0064136134,2025-03
2025-03-31,0,1,0.8698134,2025-03
2025-03-31,1,1,0.9792979,2025-03
2025-03-31,0,0,0.05987686,2025-03
2025-03-31,1,1,0.77776515,2025-03
2025-03-31,0,0,0.2571243,2025-03
2025-03-31,1,1,0.9533762,2025-03
2025-03-31,1,1,0.94016254,2025-03
2025-03-31,0,0,0.004683507,2025-03
2025-04-01,1,1,0.9785351,2025-04
2025-04-01,0,0,0.24097572,2025-04
2025-04-01,1,0,0.34646782,2025-04
2025-04-01,0,1,0.7479404,2025-04
2025-04-01,0,0,0.40572187,2025-04
2025-04-01,0,0,0.03438988,2025-04
2025-04-01,1,1,0.9935695,2025-04
2025-04-02,1,1,0.9091996,2025-04
2025-04-02,1,1,0.95615685,2025-04
2025-04-02,1,1,0.71987534,2025-04
2025-04-02,0,0,0.076944865,2025-04
2025-04-02,1,1,0.99507767,2025-04
2025-04-02,1,1,0.99113303,2025-04
2025-04-02,1,0,0.43988505,2025-04
2025-04-02,0,1,0.98971444,2025-04
2025-04-02,1,1,0.9863375,2025-04
2025-04-03,0,1,0.5288348,2025-04
2025-04-03,0,1,0.5738559,2025-04
2025-04-03,0,0,0.012739483,2025-04
2025-04-03,0,0,0.019993415,2025-04
2025-04-03,0,0,0.01829511,2025-04
2025-04-03,0,1,0.78830004,2025-04
2025-04-04,0,0,0.0795109,2025-04
2025-04-04,1,1,0.99714464,2025-04
2025-04-04,1,1,0.9768346,2025-04
2025-04-04,0,0,0.10837204,2025-04
2025-04-04,1,1,0.9026501,2025-04
2025-04-04,1,1,0.7193627,2025-04
2025-04-04,0,0,0.028427307,2025-04
2025-04-04,1,1,0.92564195,2025-04
2025-04-04,1,1,0.99280834,2025-04
2025-04-04,1,1,0.9944772,2025-04
2025-04-05,0,1,0.80173755,2025-04
2025-04-05,0,0,0.013238348,2025-04
2025-04-05,1,1,0.99380773,2025-04
2025-04-05,0,0,0.122720376,2025-04
2025-04-05,0,0,0.37585476,2025-04
2025-04-06,0,0,0.16904154,2025-04
2025-04-06,0,0,0.45397174,2025-04
2025-04-06,1,1,0.9881563,2025-04
2025-04-06,0,1,0.88557076,2025-04
2025-04-06,1,1,0.99184954,2025-04
2025-04-06,1,1,0.9947201,2025-04
2025-04-06,0,1,0.52533865,2025-04
2025-04-06,0,0,0.41173846,2025-04
2025-04-06,0,0,0.049433954,2025-04
2025-04-06,0,0,0.42123583,2025-04
2025-04-06,1,1,0.9775664,2025-04
2025-04-07,0,0,0.25946596,2025-04
2025-04-07,1,1,0.9892189,2025-04
2025-04-08,1,1,0.6463017,2025-04
2025-04-08,0,0,0.0049209413,2025-04
2025-04-08,1,1,0.98777544,2025-04
2025-04-08,0,1,0.5389791,2025-04
2025-04-08,1,0,0.25562957,2025-04
2025-04-08,1,1,0.8792202,2025-04
2025-04-08,1,1,0.8917956,2025-04
2025-04-08,1,1,0.9738662,2025-04
2025-04-08,0,0,0.027805816,2025-04
2025-04-08,1,1,0.539939,2025-04
2025-04-09,1,1,0.99230933,2025-04
2025-04-09,0,0,0.019319126,2025-04
2025-04-09,0,1,0.93705297,2025-04
2025-04-09,1,0,0.38035652,2025-04
2025-04-09,0,0,0.12316164,2025-04
2025-04-09,0,0,0.029909678,2025-04
2025-04-09,1,1,0.9945545,2025-04
2025-04-09,0,0,0.045300152,2025-04
2025-04-09,1,1,0.9605189,2025-04
2025-04-09,1,1,0.8726407,2025-04
2025-04-10,0,0,0.21155944,2025-04
2025-04-10,1,0,0.36419418,2025-04
2025-04-10,0,0,0.3495983,2025-04
2025-04-10,1,1,0.99443036,2025-04
2025-04-10,1,1,0.541234,2025-04
2025-04-11,1,1,0.89892256,2025-04
2025-04-11,1,1,0.9774031,2025-04
2025-04-11,0,0,0.17691281,2025-04
2025-04-11,0,0,0.12516889,2025-04
2025-04-11,1,0,0.46743578,2025-04
2025-04-11,0,0,0.0057122326,2025-04
2025-04-11,1,1,0.989091,2025-04
2025-04-11,0,0,0.17078066,2025-04
2025-04-11,0,0,0.0041179275,2025-04
2025-04-11,1,1,0.9952441,2025-04
2025-04-11,0,0,0.46329018,2025-04
2025-04-11,1,1,0.99681264,2025-04
2025-04-11,0,0,0.032216497,2025-04
2025-04-11,0,0,0.26488364,2025-04
2025-04-11,1,1,0.61634487,2025-04
2025-04-13,1,1,0.99508685,2025-04
2025-04-13,0,0,0.092656106,2025-04
2025-04-13,1,1,0.7481153,2025-04
2025-04-13,0,0,0.02781797,2025-04
2025-04-13,1,1,0.9778487,2025-04
2025-04-13,0,0,0.1179012,2025-04
2025-04-13,1,1,0.8765765,2025-04
2025-04-13,0,0,0.04066371,2025-04
2025-04-13,0,1,0.980419,2025-04
2025-04-13,0,1,0.7286419,2025-04
2025-04-13,0,0,0.10279119,2025-04
2025-04-13,1,1,0.97882175,2025-04
2025-04-13,1,1,0.63230735,2025-04
2025-04-13,1,1,0.92812735,2025-04
2025-04-13,1,1,0.9778506,2025-04
