bet_number,bet_side,model_prob,edge,bet_amount,profit,result
484,home,0.84498876,0.34498876,100,100,win
485,home,0.95212954,0.45212954,100,100,win
487,home,0.9218362,0.4218362,100,100,win
488,home,0.96061015,0.46061015,100,100,win
489,away,0.25405225,0.24594772,100,-100,loss
490,home,0.8668394,0.3668394,100,100,win
491,home,0.97288406,0.47288406,100,100,win
493,away,0.4235088,0.07649124,100,100,win
494,home,0.8848049,0.3848049,100,-100,loss
495,home,0.8864143,0.3864143,100,100,win
496,home,0.897474,0.397474,100,100,win
497,away,0.26514435,0.23485565,100,-100,loss
498,home,0.9726863,0.4726863,100,-100,loss
499,home,0.79966253,0.29966253,100,100,win
500,away,0.14573146,0.35426855,100,100,win
501,home,0.60730475,0.10730475,100,100,win
502,home,0.8569055,0.35690552,100,100,win
503,home,0.86257356,0.36257356,100,100,win
504,away,0.39371362,0.10628641,100,100,win
505,away,0.17535208,0.3246479,100,100,win
506,home,0.7377041,0.2377041,100,100,win
507,away,0.45024702,0.04975295,100,-100,loss
508,away,0.12869231,0.37130767,100,100,win
509,away,0.35736668,0.14263332,100,100,win
510,home,0.7913142,0.29131418,100,-100,loss
511,home,0.9101208,0.4101208,100,100,win
512,home,0.939812,0.439812,100,100,win
514,home,0.9822958,0.4822958,100,-100,loss
515,home,0.62042207,0.120422065,100,100,win
516,home,0.91926825,0.41926825,100,100,win
517,home,0.9172276,0.41722763,100,100,win
518,away,0.2668868,0.23311317,100,100,win
519,home,0.90281856,0.40281856,100,-100,loss
520,home,0.661854,0.16185403,100,100,win
521,home,0.68720037,0.18720037,100,-100,loss
522,home,0.9238039,0.42380393,100,100,win
523,home,0.87093085,0.37093085,100,100,win
524,away,0.3896099,0.11039007,100,-100,loss
525,home,0.7961951,0.2961951,100,-100,loss
526,away,0.123954765,0.37604523,100,100,win
527,away,0.25352228,0.24647772,100,100,win
529,away,0.16310573,0.33689427,100,100,win
530,home,0.6317078,0.13170779,100,100,win
531,home,0.738723,0.23872298,100,-100,loss
532,away,0.29552233,0.20447767,100,100,win
533,away,0.20753151,0.2924685,100,-100,loss
534,away,0.08090164,0.41909838,100,100,win
535,away,0.05396969,0.44603032,100,100,win
536,home,0.5354105,0.035410523,100,100,win
537,home,0.8408586,0.34085858,100,-100,loss
538,away,0.35752085,0.14247918,100,-100,loss
539,home,0.7090792,0.2090792,100,100,win
540,home,0.8801749,0.38017488,100,100,win
541,home,0.73726684,0.23726684,100,100,win
542,away,0.28630778,0.21369219,100,100,win
543,away,0.07061722,0.4293828,100,100,win
544,away,0.414039,0.085960984,100,-100,loss
545,home,0.61547124,0.115471244,100,100,win
546,home,0.74851024,0.24851024,100,-100,loss
547,away,0.16745514,0.33254486,100,100,win
548,home,0.5606285,0.060628474,100,-100,loss
549,home,0.7548521,0.25485212,100,100,win
550,home,0.8915473,0.39154732,100,100,win
551,away,0.4099074,0.0900926,100,100,win
552,away,0.11920536,0.38079464,100,-100,loss
553,away,0.41995686,0.08004314,100,-100,loss
554,home,0.6698393,0.16983932,100,-100,loss
555,home,0.57364386,0.07364386,100,-100,loss
556,home,0.910496,0.410496,100,-100,loss
557,away,0.2932965,0.20670354,100,100,win
558,home,0.97085506,0.47085506,100,100,win
559,home,0.90678567,0.40678567,100,100,win
561,home,0.8717761,0.3717761,100,-100,loss
562,home,0.92804796,0.42804796,100,100,win
563,home,0.8206726,0.32067257,100,100,win
564,away,0.3441651,0.15583491,100,-100,loss
565,away,0.073252074,0.42674792,100,100,win
566,home,0.6549348,0.15493482,100,-100,loss
567,home,0.9166304,0.4166304,100,100,win
568,home,0.5675959,0.0675959,100,-100,loss
569,home,0.9438185,0.4438185,100,100,win
570,away,0.10186524,0.39813477,100,100,win
571,home,0.72592515,0.22592515,100,100,win
572,home,0.78129137,0.28129137,100,100,win
573,away,0.4693125,0.030687511,100,-100,loss
574,home,0.92428225,0.42428225,100,100,win
575,home,0.64977574,0.14977574,100,-100,loss
576,away,0.10326044,0.39673954,100,100,win
577,away,0.09487321,0.4051268,100,-100,loss
578,home,0.6722562,0.17225617,100,-100,loss
579,home,0.7914127,0.2914127,100,-100,loss
580,away,0.05776006,0.44223994,100,100,win
582,home,0.93517035,0.43517035,100,-100,loss
583,home,0.5649378,0.06493777,100,100,win
584,away,0.086228505,0.4137715,100,100,win
585,home,0.9576701,0.4576701,100,-100,loss
586,away,0.07573347,0.42426652,100,-100,loss
587,home,0.9751635,0.47516352,100,100,win
588,home,0.8841317,0.38413173,100,-100,loss
589,home,0.76379704,0.26379704,100,-100,loss
590,away,0.14740711,0.3525929,100,100,win
591,away,0.03893172,0.46106827,100,100,win
592,home,0.77527046,0.27527046,100,-100,loss
593,home,0.53431606,0.034316063,100,100,win
594,home,0.74712336,0.24712336,100,-100,loss
595,home,0.6793161,0.1793161,100,100,win
596,home,0.62968236,0.12968236,100,100,win
597,home,0.637928,0.13792801,100,-100,loss
599,home,0.78263474,0.28263474,100,100,win
600,away,0.19814135,0.30185866,100,100,win
601,home,0.57737017,0.07737017,100,100,win
602,home,0.81858253,0.31858253,100,100,win
603,home,0.5774627,0.07746267,100,-100,loss
604,home,0.66174304,0.16174304,100,-100,loss
605,home,0.8816663,0.3816663,100,100,win
606,home,0.67380697,0.17380697,100,100,win
607,away,0.09095359,0.4090464,100,100,win
608,away,0.14220768,0.35779232,100,-100,loss
609,home,0.86856294,0.36856294,100,-100,loss
610,home,0.88206404,0.38206404,100,100,win
611,home,0.73598045,0.23598045,100,-100,loss
612,home,0.60969675,0.109696746,100,-100,loss
613,home,0.9579839,0.4579839,100,100,win
614,home,0.98292476,0.48292476,100,100,win
615,home,0.6178468,0.11784679,100,-100,loss
616,home,0.8715582,0.3715582,100,-100,loss
617,home,0.8419386,0.3419386,100,100,win
618,home,0.53647465,0.036474645,100,-100,loss
619,home,0.91671896,0.41671896,100,100,win
620,home,0.9480881,0.4480881,100,100,win
621,home,0.9048237,0.40482372,100,100,win
622,home,0.92888296,0.42888296,100,100,win
623,home,0.94494694,0.44494694,100,100,win
624,home,0.88769174,0.38769174,100,100,win
625,home,0.7364286,0.23642862,100,100,win
626,away,0.29125294,0.20874703,100,100,win
627,home,0.9683621,0.4683621,100,-100,loss
628,home,0.82903785,0.32903785,100,100,win
629,home,0.5575243,0.057524323,100,100,win
630,home,0.6061966,0.10619658,100,-100,loss
631,away,0.45320818,0.046791792,100,-100,loss
632,away,0.04347582,0.4565242,100,100,win
633,away,0.23021391,0.26978612,100,100,win
634,away,0.26924834,0.23075163,100,-100,loss
635,home,0.9847547,0.48475468,100,100,win
636,home,0.9201903,0.42019027,100,100,win
637,home,0.96702695,0.46702695,100,100,win
638,home,0.7241277,0.22412771,100,-100,loss
639,home,0.9560858,0.4560858,100,100,win
640,home,0.6368288,0.13682878,100,100,win
641,home,0.5814639,0.08146387,100,-100,loss
642,away,0.10613923,0.39386076,100,100,win
643,home,0.54360276,0.043602765,100,100,win
644,away,0.23206814,0.26793188,100,100,win
645,home,0.9434832,0.44348317,100,100,win
646,home,0.7999687,0.29996872,100,100,win
647,away,0.36876902,0.13123095,100,100,win
648,home,0.7538162,0.2538162,100,100,win
649,home,0.79364455,0.29364455,100,-100,loss
650,home,0.814513,0.31451303,100,100,win
651,home,0.9519164,0.4519164,100,-100,loss
653,away,0.19292814,0.30707186,100,-100,loss
654,away,0.16942257,0.33057743,100,100,win
655,away,0.05411012,0.4458899,100,-100,loss
656,home,0.97438115,0.47438115,100,100,win
657,home,0.83904046,0.33904046,100,-100,loss
658,home,0.8382349,0.3382349,100,100,win
659,home,0.94470495,0.44470495,100,-100,loss
660,home,0.7148456,0.2148456,100,100,win
661,home,0.7058976,0.20589763,100,-100,loss
662,home,0.6710214,0.1710214,100,100,win
663,home,0.75279003,0.25279003,100,100,win
664,home,0.6085967,0.10859668,100,100,win
665,away,0.37584075,0.12415922,100,100,win
666,away,0.03721534,0.46278465,100,100,win
667,away,0.3167901,0.1832099,100,-100,loss
668,home,0.7528333,0.2528333,100,100,win
669,away,0.2380261,0.26197392,100,100,win
670,home,0.6918164,0.19181639,100,100,win
671,home,0.6280412,0.12804121,100,-100,loss
672,away,0.16303147,0.33696854,100,100,win
673,home,0.801665,0.301665,100,100,win
674,home,0.7329731,0.2329731,100,100,win
675,home,0.7850141,0.2850141,100,100,win
676,away,0.3363881,0.16361189,100,-100,loss
677,home,0.76925033,0.26925033,100,100,win
678,away,0.11571694,0.38428307,100,-100,loss
679,away,0.44373134,0.056268692,100,-100,loss
680,away,0.10272311,0.39727688,100,100,win
681,home,0.62413365,0.12413365,100,-100,loss
682,home,0.5415287,0.0415287,100,100,win
683,away,0.037490763,0.4625092,100,100,win
684,away,0.41521597,0.08478403,100,100,win
685,away,0.11978945,0.38021052,100,-100,loss
686,home,0.9788592,0.4788592,100,100,win
687,home,0.77853817,0.27853817,100,100,win
688,home,0.5568316,0.0568316,100,-100,loss
689,away,0.054187987,0.445812,100,-100,loss
690,home,0.60079753,0.100797534,100,100,win
691,away,0.29502293,0.20497704,100,-100,loss
692,home,0.81648463,0.31648463,100,100,win
693,away,0.07383538,0.42616463,100,100,win
694,away,0.17104517,0.32895482,100,100,win
695,home,0.6902337,0.1902337,100,-100,loss
696,home,0.5345998,0.03459978,100,-100,loss
697,home,0.6088978,0.108897805,100,100,win
698,away,0.15349025,0.34650975,100,100,win
699,away,0.30028608,0.19971395,100,100,win
700,home,0.77935696,0.27935696,100,100,win
701,home,0.8674879,0.3674879,100,100,win
702,away,0.04963299,0.45036703,100,100,win
703,home,0.88023305,0.38023305,100,100,win
704,away,0.054243404,0.4457566,100,100,win
705,away,0.09720664,0.40279335,100,-100,loss
706,away,0.0978654,0.4021346,100,100,win
707,away,0.10803755,0.39196247,100,100,win
708,away,0.054736387,0.44526362,100,100,win
709,home,0.9549367,0.45493668,100,100,win
710,home,0.8813921,0.38139212,100,-100,loss
711,away,0.30153456,0.19846547,100,100,win
712,home,0.8462324,0.3462324,100,-100,loss
713,home,0.9243994,0.42439938,100,100,win
714,home,0.9102643,0.4102643,100,100,win
715,home,0.97173846,0.47173846,100,-100,loss
716,home,0.774997,0.274997,100,-100,loss
717,away,0.15139394,0.34860605,100,-100,loss
718,home,0.6312248,0.13122481,100,100,win
719,away,0.048731606,0.45126837,100,100,win
720,home,0.5947909,0.094790876,100,100,win
721,home,0.9411914,0.44119138,100,100,win
722,away,0.10673586,0.3932641,100,-100,loss
723,away,0.029430186,0.4705698,100,100,win
724,away,0.17732784,0.32267213,100,100,win
725,home,0.9683141,0.4683141,100,100,win
726,home,0.9528728,0.4528728,100,100,win
727,away,0.06839392,0.43160605,100,100,win
728,home,0.96449196,0.46449196,100,100,win
729,home,0.55768484,0.05768484,100,100,win
730,home,0.7751214,0.2751214,100,-100,loss
731,home,0.80663216,0.30663216,100,100,win
732,home,0.7792503,0.27925032,100,100,win
733,home,0.8237941,0.32379413,100,-100,loss
734,home,0.6594984,0.1594984,100,-100,loss
735,home,0.797389,0.29738897,100,100,win
736,home,0.9042307,0.4042307,100,-100,loss
738,away,0.24926272,0.2507373,100,100,win
739,home,0.6754779,0.17547792,100,100,win
740,home,0.800577,0.30057698,100,-100,loss
741,away,0.13200237,0.36799765,100,-100,loss
742,away,0.04155375,0.45844626,100,100,win
743,home,0.56347674,0.06347674,100,-100,loss
744,home,0.98986,0.48986,100,100,win
745,home,0.91064256,0.41064256,100,100,win
746,away,0.4159493,0.084050655,100,100,win
747,home,0.9794494,0.4794494,100,100,win
748,home,0.6154835,0.11548352,100,-100,loss
749,home,0.84468335,0.34468335,100,-100,loss
750,away,0.18557118,0.3144288,100,100,win
751,away,0.052469373,0.44753063,100,100,win
752,away,0.12708758,0.3729124,100,-100,loss
753,home,0.94258577,0.44258577,100,-100,loss
755,home,0.840121,0.34012097,100,100,win
756,away,0.32800987,0.17199016,100,-100,loss
757,home,0.94648975,0.44648975,100,100,win
758,home,0.86110044,0.36110044,100,-100,loss
759,home,0.9945721,0.4945721,100,100,win
760,away,0.47878537,0.021214604,100,-100,loss
761,home,0.83444315,0.33444315,100,100,win
762,away,0.12750085,0.37249917,100,100,win
763,away,0.13311476,0.36688524,100,-100,loss
764,home,0.602333,0.10233301,100,100,win
765,home,0.9381184,0.4381184,100,100,win
766,away,0.20747694,0.29252303,100,100,win
767,home,0.6729749,0.17297488,100,-100,loss
768,home,0.9574652,0.45746517,100,100,win
769,home,0.907287,0.407287,100,100,win
770,away,0.46742263,0.032577395,100,-100,loss
771,away,0.28317556,0.21682441,100,100,win
772,home,0.54788864,0.047888637,100,-100,loss
773,home,0.94188356,0.44188356,100,100,win
775,away,0.104859516,0.39514047,100,-100,loss
776,away,0.08026169,0.4197383,100,100,win
777,home,0.83220667,0.33220667,100,100,win
778,home,0.8472124,0.34721237,100,100,win
779,home,0.8389617,0.33896172,100,100,win
780,home,0.98248786,0.48248786,100,100,win
781,home,0.8731133,0.37311327,100,100,win
782,home,0.80186045,0.30186045,100,100,win
783,away,0.19721489,0.3027851,100,100,win
784,away,0.30245942,0.19754058,100,100,win
785,home,0.761831,0.261831,100,100,win
786,away,0.40188655,0.09811342,100,-100,loss
787,home,0.5240307,0.024030685,100,-100,loss
788,away,0.18100555,0.31899446,100,100,win
789,home,0.81548214,0.31548214,100,-100,loss
790,away,0.21285433,0.28714567,100,100,win
791,home,0.53786886,0.037868857,100,-100,loss
792,home,0.6999447,0.19994467,100,-100,loss
793,away,0.06520367,0.43479633,100,100,win
794,home,0.7772069,0.2772069,100,100,win
795,away,0.33563527,0.1643647,100,-100,loss
796,home,0.59674853,0.09674853,100,100,win
797,home,0.7382237,0.23822367,100,100,win
798,home,0.86609805,0.36609805,100,100,win
799,away,0.14815359,0.3518464,100,100,win
800,home,0.5319016,0.031901598,100,-100,loss
801,home,0.81260896,0.31260896,100,-100,loss
802,away,0.06362046,0.43637955,100,100,win
803,home,0.53986293,0.03986293,100,100,win
804,home,0.7571255,0.2571255,100,100,win
805,away,0.03454998,0.46545005,100,100,win
806,away,0.15295903,0.34704095,100,-100,loss
807,home,0.90787154,0.40787154,100,100,win
808,home,0.8821129,0.38211292,100,100,win
809,away,0.3657553,0.13424468,100,100,win
810,away,0.16526322,0.33473676,100,-100,loss
811,away,0.11208524,0.38791478,100,-100,loss
812,home,0.59767586,0.09767586,100,100,win
813,away,0.05591438,0.4440856,100,100,win
814,home,0.74015373,0.24015373,100,-100,loss
815,away,0.40237576,0.09762424,100,-100,loss
816,away,0.11522811,0.38477188,100,100,win
817,home,0.71220535,0.21220535,100,-100,loss
818,away,0.05801461,0.44198537,100,100,win
819,away,0.35019758,0.14980245,100,-100,loss
820,away,0.44386828,0.05613172,100,-100,loss
821,home,0.9424876,0.4424876,100,100,win
822,away,0.4487552,0.051244795,100,-100,loss
823,home,0.82184106,0.32184106,100,-100,loss
824,away,0.026567778,0.47343224,100,100,win
825,home,0.5842448,0.08424479,100,100,win
826,away,0.16508912,0.33491087,100,100,win
827,away,0.12977417,0.37022585,100,100,win
828,away,0.27178442,0.22821558,100,-100,loss
829,away,0.06523089,0.4347691,100,100,win
830,away,0.41198736,0.088012636,100,100,win
831,home,0.68814445,0.18814445,100,100,win
832,home,0.5576222,0.057622194,100,-100,loss
833,home,0.7379799,0.23797989,100,-100,loss
834,away,0.25433472,0.24566531,100,100,win
835,home,0.7871264,0.28712642,100,-100,loss
836,away,0.05539525,0.44460475,100,-100,loss
837,home,0.9854065,0.48540652,100,100,win
838,home,0.60771674,0.10771674,100,100,win
839,away,0.39146668,0.10853332,100,100,win
840,home,0.57409275,0.074092746,100,100,win
841,away,0.411114,0.08888602,100,-100,loss
842,home,0.63179743,0.13179743,100,100,win
843,home,0.8964386,0.3964386,100,100,win
844,away,0.32495663,0.17504334,100,100,win
845,away,0.14720364,0.35279638,100,-100,loss
846,home,0.91873455,0.41873455,100,100,win
847,home,0.7867987,0.28679872,100,100,win
848,home,0.9621346,0.4621346,100,100,win
849,away,0.034500893,0.4654991,100,100,win
850,home,0.5540503,0.054050326,100,100,win
851,home,0.76849866,0.26849866,100,-100,loss
852,away,0.09876889,0.4012311,100,100,win
853,away,0.20370077,0.29629922,100,-100,loss
854,home,0.5879412,0.08794123,100,-100,loss
855,away,0.44821543,0.051784575,100,-100,loss
856,away,0.08885312,0.41114688,100,100,win
857,away,0.31843078,0.18156922,100,100,win
858,home,0.78378177,0.28378177,100,100,win
859,home,0.9558374,0.45583743,100,100,win
860,away,0.3563969,0.14360309,100,-100,loss
861,home,0.9527637,0.45276368,100,100,win
862,home,0.8520199,0.3520199,100,100,win
863,away,0.08840881,0.41159117,100,100,win
864,home,0.83738184,0.33738184,100,100,win
865,away,0.04405677,0.45594323,100,100,win
866,away,0.18954293,0.31045705,100,100,win
867,home,0.90773886,0.40773886,100,100,win
868,home,0.9420311,0.4420311,100,100,win
869,away,0.47897783,0.0210222,100,-100,loss
870,away,0.16533513,0.33466488,100,100,win
871,home,0.79729986,0.29729986,100,100,win
872,away,0.354411,0.145589,100,100,win
873,away,0.35110548,0.14889455,100,-100,loss
875,home,0.6951665,0.19516653,100,-100,loss
876,away,0.11335533,0.38664466,100,-100,loss
877,home,0.8908961,0.39089608,100,100,win
878,home,0.78250057,0.28250057,100,-100,loss
879,away,0.09222051,0.4077795,100,-100,loss
880,home,0.7694576,0.26945758,100,100,win
881,away,0.16292848,0.33707154,100,-100,loss
882,away,0.04350273,0.45649725,100,100,win
883,away,0.26818943,0.23181057,100,100,win
884,away,0.3982889,0.101711094,100,100,win
885,home,0.5396297,0.039629698,100,100,win
886,home,0.52179396,0.021793962,100,-100,loss
887,home,0.7718583,0.27185827,100,-100,loss
888,home,0.9079205,0.40792048,100,100,win
889,home,0.8268562,0.3268562,100,-100,loss
890,home,0.84183806,0.34183806,100,-100,loss
891,away,0.061510693,0.43848932,100,-100,loss
892,away,0.08331721,0.41668278,100,100,win
893,home,0.66694695,0.16694695,100,100,win
894,away,0.03737986,0.46262014,100,100,win
895,away,0.46358237,0.036417603,100,100,win
896,away,0.133014,0.36698604,100,100,win
897,home,0.7509692,0.25096917,100,-100,loss
899,home,0.68832123,0.18832123,100,100,win
900,away,0.46036506,0.039634943,100,-100,loss
901,away,0.14596686,0.3540331,100,-100,loss
902,away,0.039068222,0.46093178,100,100,win
903,away,0.11773415,0.38226587,100,100,win
904,home,0.91523176,0.41523176,100,100,win
905,home,0.9001456,0.4001456,100,-100,loss
906,home,0.9415816,0.4415816,100,100,win
907,away,0.047979496,0.45202053,100,100,win
908,away,0.16694357,0.33305645,100,100,win
909,away,0.23501799,0.26498199,100,-100,loss
910,home,0.5391245,0.03912449,100,100,win
911,home,0.98464453,0.48464453,100,100,win
912,away,0.31343973,0.18656027,100,100,win
913,away,0.1762887,0.32371128,100,100,win
914,away,0.1602954,0.33970463,100,100,win
915,home,0.83719385,0.33719385,100,-100,loss
916,home,0.7027185,0.2027185,100,100,win
917,home,0.8978251,0.39782512,100,100,win
918,home,0.6632962,0.16329622,100,100,win
919,away,0.052830294,0.44716972,100,100,win
920,home,0.798507,0.29850698,100,100,win
921,home,0.66488564,0.16488564,100,100,win
923,home,0.8781311,0.3781311,100,100,win
924,home,0.91967535,0.41967535,100,100,win
925,home,0.84695226,0.34695226,100,100,win
926,home,0.6637813,0.16378129,100,-100,loss
927,home,0.52339923,0.023399234,100,100,win
928,away,0.07558274,0.42441726,100,100,win
929,away,0.12106904,0.378931,100,100,win
930,away,0.17180078,0.3281992,100,-100,loss
931,home,0.91968834,0.41968834,100,100,win
932,away,0.18926811,0.3107319,100,100,win
933,home,0.8768871,0.37688708,100,100,win
934,away,0.08812034,0.41187966,100,100,win
935,away,0.46146882,0.038531184,100,100,win
936,home,0.762598,0.26259798,100,100,win
937,home,0.9349718,0.4349718,100,100,win
938,home,0.71272504,0.21272504,100,100,win
939,home,0.71909285,0.21909285,100,100,win
940,home,0.6908072,0.19080722,100,-100,loss
941,home,0.77792174,0.27792174,100,100,win
942,home,0.706985,0.206985,100,-100,loss
944,home,0.73825306,0.23825306,100,-100,loss
945,away,0.2898183,0.21018171,100,-100,loss
946,home,0.92151225,0.42151225,100,100,win
947,away,0.42412516,0.075874805,100,-100,loss
948,home,0.6887375,0.18873751,100,-100,loss
949,home,0.84097964,0.34097964,100,100,win
950,home,0.88925725,0.38925725,100,100,win
951,home,0.9295313,0.42953128,100,100,win
952,away,0.30490053,0.19509947,100,100,win
953,away,0.09495259,0.40504742,100,100,win
954,home,0.909932,0.40993202,100,100,win
955,away,0.38559943,0.114400566,100,100,win
956,home,0.89182335,0.39182335,100,-100,loss
957,home,0.58510923,0.085109234,100,100,win
958,home,0.9874751,0.4874751,100,100,win
959,away,0.42458805,0.075411916,100,100,win
960,away,0.32562625,0.17437375,100,-100,loss
961,home,0.953571,0.45357102,100,-100,loss
962,away,0.23632278,0.26367724,100,-100,loss
963,home,0.9797363,0.47973633,100,100,win
964,home,0.9794628,0.4794628,100,100,win
965,away,0.24550056,0.25449944,100,-100,loss
966,home,0.9106765,0.41067648,100,-100,loss
967,home,0.87165815,0.37165815,100,100,win
